"","week","group","mouse","weight","sex","series"
"32889",3,"group 6","370",27.03,"male","group 6 male"
"32890",4,"group 6","370",30.08,"male","group 6 male"
"32891",5,"group 6","370",32.43,"male","group 6 male"
"32892",6,"group 6","370",32.27,"male","group 6 male"
"32893",7,"group 6","370",32.71,"male","group 6 male"
"32894",8,"group 6","370",34.9,"male","group 6 male"
"32895",9,"group 6","370",34.56,"male","group 6 male"
"32896",10,"group 6","370",35.08,"male","group 6 male"
"32897",11,"group 6","370",37.12,"male","group 6 male"
"32898",12,"group 6","370",36.44,"male","group 6 male"
"32899",13,"group 6","370",38,"male","group 6 male"
"32900",14,"group 6","370",35.59,"male","group 6 male"
"32901",15,"group 6","370",34.19,"male","group 6 male"
"32902",16,"group 6","370",36.04,"male","group 6 male"
"32903",17,"group 6","370",37.7,"male","group 6 male"
"32904",18,"group 6","370",36.8,"male","group 6 male"
"32905",19,"group 6","370",38.2,"male","group 6 male"
"32906",20,"group 6","370",35.4,"male","group 6 male"
"32907",21,"group 6","370",34.5,"male","group 6 male"
"32909",23,"group 6","370",31.3,"male","group 6 male"
"32910",24,"group 6","370",37.2,"male","group 6 male"
"32911",25,"group 6","370",38.5,"male","group 6 male"
"32912",26,"group 6","370",41.1,"male","group 6 male"
"32914",28,"group 6","370",40.5,"male","group 6 male"
"32915",29,"group 6","370",41.2,"male","group 6 male"
"32916",30,"group 6","370",41.3,"male","group 6 male"
"32917",31,"group 6","370",43.9,"male","group 6 male"
"32918",32,"group 6","370",44.8,"male","group 6 male"
"32919",33,"group 6","370",45.5,"male","group 6 male"
"32920",34,"group 6","370",46.3,"male","group 6 male"
"32921",35,"group 6","370",46,"male","group 6 male"
"32922",36,"group 6","370",45.6,"male","group 6 male"
"32923",37,"group 6","370",45.6,"male","group 6 male"
"32924",38,"group 6","370",45.8,"male","group 6 male"
"32925",39,"group 6","370",44.8,"male","group 6 male"
"32926",40,"group 6","370",46.6,"male","group 6 male"
"32927",41,"group 6","370",46.3,"male","group 6 male"
"32928",42,"group 6","370",47.2,"male","group 6 male"
"32929",43,"group 6","370",47.7,"male","group 6 male"
"32930",44,"group 6","370",47.2,"male","group 6 male"
"32931",45,"group 6","370",47.8,"male","group 6 male"
"32932",46,"group 6","370",49.1,"male","group 6 male"
"32933",47,"group 6","370",49,"male","group 6 male"
"32934",48,"group 6","370",47.9,"male","group 6 male"
"32935",49,"group 6","370",49,"male","group 6 male"
"32936",50,"group 6","370",48.6,"male","group 6 male"
"32989",1,"group 6","371",16.5,"male","group 6 male"
"32990",2,"group 6","371",21,"male","group 6 male"
"32991",3,"group 6","371",24.62,"male","group 6 male"
"32992",4,"group 6","371",27.86,"male","group 6 male"
"32993",5,"group 6","371",29.48,"male","group 6 male"
"32994",6,"group 6","371",29.56,"male","group 6 male"
"32995",7,"group 6","371",31.48,"male","group 6 male"
"32996",8,"group 6","371",31.4,"male","group 6 male"
"32997",9,"group 6","371",32.27,"male","group 6 male"
"32998",10,"group 6","371",32.42,"male","group 6 male"
